location,store_name,item_id,margin,timestamp
Manchester,Spar,2,2.38,2016-11-10 16:29:36
Edinburgh,Sainsbury,50,3.06,2016-05-04 08:45:45
Edinburgh,Sainsbury,14,0.36,2016-03-20 05:43:54
Glasglow,Coop,4,1.98,2016-10-14 08:42:02
Glasglow,Coop,23,7.37,2016-11-15 07:54:58
Edinburgh,Sainsbury,50,3.06,2017-03-02 16:07:04
Edinburgh,Sainsbury,25,9.94,2016-08-05 09:23:41
Newcastle,Sainsbury,20,6.97,2016-12-04 15:48:20
Glasglow,Morissons,36,5.67,2017-03-13 11:41:02
Birmingham,Lidil,54,9.60,2017-01-01 21:45:09
Edinburgh,Spar,26,8.90,2016-06-18 10:25:38
Edinburgh,Coop,32,5.49,2016-03-25 05:32:49
Edinburgh,Coop,38,8.22,2016-08-12 17:08:40
Edinburgh,Aldi,34,9.47,2016-12-16 00:33:00
Birmingham,Spar,19,3.93,2016-08-18 16:13:59
London,Lidil,15,7.25,2016-09-13 15:43:29
London,Sainsbury,2,2.38,2016-03-22 13:58:38
London,Lidil,57,4.52,2016-12-10 10:57:44
Newcastle,Tesco,38,8.22,2016-03-09 00:16:06
Birmingham,Lidil,43,4.40,2016-10-17 07:25:06
Newcastle,Sainsbury,53,4.90,2016-11-02 23:12:16
Manchester,Tesco,15,7.25,2016-03-07 07:59:07
Edinburgh,Sainsbury,54,9.60,2016-06-29 10:31:55
London,Lidil,43,4.40,2016-08-14 08:45:24
London,Lidil,9,2.35,2016-07-04 06:10:46
Birmingham,Sainsbury,22,1.07,2016-09-01 21:01:16
Glasglow,Coop,51,3.86,2016-09-23 22:36:36
London,Morissons,49,3.94,2017-02-27 06:01:11
London,Spar,30,4.50,2016-12-26 02:03:17
London,Coop,51,3.86,2016-04-12 21:44:55
Manchester,Sainsbury,10,3.50,2016-09-25 05:29:58
Newcastle,Tesco,54,9.60,2017-01-16 22:10:44
London,Lidil,53,4.90,2016-09-08 14:22:46
Birmingham,Spar,10,3.50,2017-02-07 11:06:02
London,Morissons,9,2.35,2016-12-07 07:08:05
Glasglow,Tesco,45,8.92,2016-12-28 09:47:10
London,Sainsbury,44,4.94,2016-12-12 12:41:03
Manchester,Spar,22,1.07,2017-01-07 19:31:05
Manchester,Coop,22,1.07,2016-12-14 21:38:16
Glasglow,Tesco,50,3.06,2016-08-07 03:06:33
Glasglow,Spar,46,0.99,2016-06-06 12:16:19
London,Aldi,16,6.00,2017-01-27 02:59:49
Newcastle,Tesco,33,6.82,2016-04-01 01:29:48
Edinburgh,Lidil,12,5.99,2017-01-26 19:51:51
London,Aldi,12,5.99,2016-04-17 18:44:58
Newcastle,Aldi,27,4.42,2016-09-19 15:03:14
Manchester,Sainsbury,29,1.14,2016-08-30 11:06:21
Edinburgh,Lidil,51,3.86,2016-08-15 06:24:27
Manchester,Aldi,56,9.55,2016-10-19 15:31:06
Manchester,Morissons,32,5.49,2016-10-17 00:02:27
Manchester,Tesco,15,7.25,2016-08-03 08:42:21
Glasglow,Spar,39,5.92,2016-07-11 20:48:58
Birmingham,Sainsbury,49,3.94,2016-05-21 13:06:10
Birmingham,Coop,22,1.07,2016-05-19 02:17:47
Newcastle,Coop,43,4.40,2016-11-05 01:43:26
London,Lidil,44,4.94,2016-11-05 05:25:47
Glasglow,Coop,8,8.32,2016-07-26 22:09:10
London,Spar,52,8.17,2016-07-15 05:54:47
Manchester,Coop,52,8.17,2016-04-04 06:15:45
Manchester,Tesco,13,8.53,2016-08-03 09:08:11
London,Coop,2,2.38,2017-02-05 08:47:21
Manchester,Aldi,38,8.22,2016-03-12 00:23:50
London,Lidil,13,8.53,2016-04-25 21:52:37
Edinburgh,Morissons,21,5.78,2016-12-04 14:20:38
Manchester,Spar,6,4.36,2016-04-08 10:31:54
Newcastle,Spar,42,9.19,2016-10-03 17:58:16
Birmingham,Lidil,39,5.92,2017-02-14 23:20:13
Birmingham,Aldi,6,4.36,2016-03-18 11:23:44
Edinburgh,Spar,51,3.86,2016-04-24 02:34:04
Birmingham,Aldi,59,0.54,2016-04-06 06:42:05
Edinburgh,Sainsbury,56,9.55,2017-01-15 00:56:18
Birmingham,Sainsbury,41,6.96,2016-10-20 22:53:06
Edinburgh,Coop,15,7.25,2016-08-09 05:50:48
London,Aldi,27,4.42,2016-04-28 11:47:15
Edinburgh,Lidil,14,0.36,2016-08-20 21:23:30
Newcastle,Coop,33,6.82,2017-01-20 18:47:19
Manchester,Lidil,42,9.19,2016-08-07 15:02:27
Newcastle,Aldi,31,6.10,2016-05-14 08:49:33
Edinburgh,Spar,35,2.13,2016-07-23 16:11:36
Birmingham,Morissons,48,1.26,2016-08-26 21:27:24
Birmingham,Coop,56,9.55,2016-10-14 13:44:11
London,Sainsbury,7,1.31,2016-10-13 13:31:03
Manchester,Sainsbury,3,5.55,2016-10-08 17:35:41
London,Coop,34,9.47,2016-11-06 00:35:40
Newcastle,Spar,18,3.99,2016-07-08 13:12:49
Glasglow,Lidil,58,9.94,2016-12-10 15:26:17
London,Lidil,46,0.99,2016-10-05 23:58:55
Manchester,Lidil,47,7.05,2017-02-13 15:03:06
Manchester,Lidil,38,8.22,2017-01-13 04:31:52
Newcastle,Aldi,31,6.10,2016-06-04 03:07:53
London,Coop,30,4.50,2017-02-24 07:49:57
Manchester,Lidil,9,2.35,2017-02-12 11:45:11
Manchester,Lidil,57,4.52,2016-08-18 19:16:59
Glasglow,Coop,4,1.98,2016-03-04 11:31:15
Edinburgh,Lidil,12,5.99,2016-08-17 17:11:37
Manchester,Coop,22,1.07,2016-06-04 23:27:04
Manchester,Tesco,54,9.60,2016-05-29 02:33:38
Birmingham,Morissons,8,8.32,2016-07-12 23:54:49
Edinburgh,Tesco,10,3.50,2016-05-30 16:36:10
Edinburgh,Morissons,24,3.44,2017-01-20 16:13:29
Edinburgh,Lidil,12,5.99,2016-04-30 03:42:11
Manchester,Morissons,22,1.07,2017-01-17 22:48:13
Newcastle,Spar,42,9.19,2017-02-24 01:30:14
Newcastle,Lidil,16,6.00,2017-02-16 20:21:35
London,Lidil,55,4.70,2016-08-09 12:23:09
Manchester,Coop,2,2.38,2016-05-01 22:52:14
Edinburgh,Aldi,48,1.26,2016-12-25 01:59:00
London,Spar,32,5.49,2017-02-25 07:53:05
Newcastle,Coop,1,1.30,2016-10-27 20:28:36
London,Spar,60,3.85,2017-02-23 03:42:11
Manchester,Tesco,51,3.86,2016-11-23 09:28:50
Manchester,Spar,1,1.30,2016-05-26 14:20:16
Glasglow,Sainsbury,10,3.50,2017-01-21 11:44:18
London,Coop,55,4.70,2017-01-03 20:47:04
Newcastle,Spar,3,5.55,2017-01-14 12:53:30
Edinburgh,Tesco,31,6.10,2016-09-15 18:13:16
Glasglow,Aldi,3,5.55,2017-01-25 13:11:27
Edinburgh,Coop,60,3.85,2016-10-09 05:20:53
Birmingham,Lidil,44,4.94,2016-12-05 11:50:11
Edinburgh,Lidil,41,6.96,2016-05-15 07:22:04
London,Aldi,32,5.49,2016-08-25 09:32:02
Glasglow,Tesco,58,9.94,2016-05-03 13:07:10
London,Morissons,22,1.07,2016-12-05 16:36:01
Edinburgh,Spar,53,4.90,2016-06-08 15:47:59
London,Morissons,8,8.32,2016-12-25 08:01:03
Newcastle,Sainsbury,8,8.32,2016-07-26 08:27:12
Glasglow,Tesco,10,3.50,2016-09-18 17:53:28
Manchester,Tesco,23,7.37,2016-09-29 04:49:36
Birmingham,Morissons,17,6.34,2016-12-25 08:40:19
Glasglow,Tesco,15,7.25,2016-09-02 12:34:25
Edinburgh,Aldi,17,6.34,2016-10-02 11:49:04
Edinburgh,Spar,33,6.82,2016-06-22 20:51:32
Manchester,Sainsbury,43,4.40,2017-02-08 19:00:56
Glasglow,Morissons,58,9.94,2016-06-24 19:18:49
Glasglow,Coop,51,3.86,2017-03-06 23:30:53
Glasglow,Sainsbury,28,3.99,2016-11-12 17:43:24
Manchester,Sainsbury,10,3.50,2016-03-20 20:48:58
Birmingham,Coop,48,1.26,2016-04-03 15:31:58
Newcastle,Tesco,3,5.55,2016-09-22 18:22:35
Glasglow,Morissons,7,1.31,2016-05-20 05:01:35
Manchester,Tesco,19,3.93,2017-01-23 01:05:51
Glasglow,Tesco,42,9.19,2016-06-21 06:24:27
Glasglow,Tesco,47,7.05,2016-03-27 00:15:37
London,Morissons,22,1.07,2016-12-17 23:28:58
Manchester,Sainsbury,58,9.94,2017-02-01 04:30:28
London,Tesco,4,1.98,2017-01-23 03:46:48
Birmingham,Tesco,40,1.87,2016-05-20 00:07:56
Newcastle,Aldi,36,5.67,2016-08-30 19:34:48
Glasglow,Morissons,26,8.90,2016-09-15 03:16:34
Birmingham,Sainsbury,34,9.47,2016-12-12 01:56:29
Birmingham,Tesco,25,9.94,2017-02-27 18:59:56
Manchester,Spar,28,3.99,2016-12-12 00:36:49
London,Sainsbury,24,3.44,2017-01-19 14:11:57
London,Sainsbury,11,5.41,2016-08-14 09:54:40
Newcastle,Sainsbury,4,1.98,2016-05-10 13:03:23
Edinburgh,Sainsbury,40,1.87,2017-02-07 05:43:06
Birmingham,Morissons,26,8.90,2016-03-20 14:05:01
Glasglow,Sainsbury,35,2.13,2016-12-29 11:46:11
Birmingham,Coop,51,3.86,2017-01-24 23:56:42
Edinburgh,Sainsbury,58,9.94,2016-11-29 21:19:54
London,Lidil,56,9.55,2016-06-17 22:13:32
Glasglow,Morissons,34,9.47,2016-04-14 07:12:07
Newcastle,Coop,16,6.00,2017-01-05 03:53:14
Birmingham,Aldi,39,5.92,2016-03-11 05:43:58
Edinburgh,Sainsbury,49,3.94,2016-11-22 18:58:05
Glasglow,Aldi,14,0.36,2016-11-09 07:58:23
Birmingham,Sainsbury,11,5.41,2016-10-20 10:44:07
Manchester,Coop,52,8.17,2016-11-03 00:09:56
Newcastle,Coop,16,6.00,2017-02-11 01:44:54
London,Tesco,44,4.94,2016-09-09 19:00:45
Edinburgh,Coop,4,1.98,2016-04-17 10:01:02
Newcastle,Lidil,12,5.99,2016-04-12 19:18:36
London,Sainsbury,31,6.10,2016-07-21 10:57:43
London,Sainsbury,52,8.17,2016-09-07 02:07:51
Birmingham,Sainsbury,56,9.55,2016-07-23 10:57:54
London,Sainsbury,3,5.55,2016-11-24 04:40:27
Edinburgh,Morissons,20,6.97,2016-05-13 23:01:13
Birmingham,Spar,29,1.14,2016-11-21 07:28:00
Newcastle,Lidil,37,8.00,2016-09-21 09:07:28
Manchester,Tesco,9,2.35,2016-12-01 17:03:44
Glasglow,Morissons,52,8.17,2016-09-20 15:12:02
Edinburgh,Aldi,11,5.41,2017-02-02 21:59:15
Newcastle,Spar,41,6.96,2016-05-27 02:24:54
Glasglow,Coop,17,6.34,2016-05-06 22:36:51
Edinburgh,Spar,13,8.53,2016-07-12 06:37:52
Newcastle,Coop,20,6.97,2016-08-17 15:30:24
London,Lidil,42,9.19,2016-07-08 01:10:04
Glasglow,Sainsbury,41,6.96,2016-06-20 16:24:25
Birmingham,Tesco,7,1.31,2016-10-27 14:38:53
Manchester,Spar,15,7.25,2016-08-16 22:34:38
Manchester,Morissons,50,3.06,2016-08-25 04:38:55
Newcastle,Tesco,50,3.06,2016-11-02 19:11:38
Glasglow,Lidil,22,1.07,2016-09-06 23:32:03
London,Lidil,39,5.92,2016-07-15 22:22:11
Edinburgh,Tesco,6,4.36,2016-04-23 01:18:49
Edinburgh,Morissons,48,1.26,2016-04-02 01:30:21
Edinburgh,Tesco,22,1.07,2017-02-21 10:02:07
Birmingham,Sainsbury,25,9.94,2016-10-11 20:41:58
Glasglow,Spar,9,2.35,2016-04-28 10:08:30
Glasglow,Coop,40,1.87,2016-06-12 14:43:52
Manchester,Lidil,1,1.30,2016-08-07 21:51:53
London,Spar,1,1.30,2017-01-05 00:27:55
Newcastle,Sainsbury,31,6.10,2017-01-14 10:20:38
Manchester,Aldi,60,3.85,2016-12-22 14:41:02
Birmingham,Lidil,9,2.35,2016-08-19 17:39:08
London,Coop,29,1.14,2016-08-27 07:49:36
Edinburgh,Morissons,29,1.14,2016-04-03 12:33:01
Birmingham,Sainsbury,6,4.36,2016-07-06 07:05:17
Edinburgh,Coop,29,1.14,2016-12-18 08:53:28
London,Lidil,31,6.10,2016-04-15 05:32:38
Manchester,Sainsbury,35,2.13,2016-07-21 23:28:21
Manchester,Aldi,6,4.36,2016-03-13 06:50:22
Manchester,Lidil,59,0.54,2016-08-14 03:56:38
Manchester,Tesco,31,6.10,2016-11-28 19:02:36
Edinburgh,Aldi,54,9.60,2016-06-10 20:00:59
Manchester,Lidil,31,6.10,2016-10-25 16:57:15
Newcastle,Tesco,5,7.93,2016-06-27 01:41:50
Edinburgh,Spar,13,8.53,2016-04-18 23:58:42
Glasglow,Lidil,56,9.55,2016-04-09 00:10:28
London,Tesco,38,8.22,2016-07-21 15:45:34
Glasglow,Spar,9,2.35,2016-09-30 09:27:34
Edinburgh,Spar,57,4.52,2016-05-02 13:20:37
London,Coop,25,9.94,2016-09-24 05:02:47
London,Coop,35,2.13,2016-03-09 13:13:53
Newcastle,Morissons,57,4.52,2016-05-08 17:52:02
Birmingham,Coop,59,0.54,2016-11-11 05:12:36
Birmingham,Tesco,55,4.70,2016-12-17 22:01:51
Manchester,Lidil,37,8.00,2016-06-08 05:50:50
London,Tesco,11,5.41,2016-04-03 05:28:43
Manchester,Coop,8,8.32,2016-08-26 11:35:15
Manchester,Lidil,10,3.50,2016-06-30 08:04:28
Birmingham,Lidil,34,9.47,2017-02-04 21:11:37
Birmingham,Tesco,54,9.60,2016-04-17 13:08:44
Glasglow,Coop,47,7.05,2017-01-09 12:44:54
Glasglow,Tesco,29,1.14,2016-06-07 14:15:11
London,Spar,48,1.26,2017-03-10 13:53:02
London,Morissons,51,3.86,2016-03-05 08:39:26
Manchester,Tesco,15,7.25,2017-01-28 06:44:53
London,Lidil,33,6.82,2016-05-03 00:51:23
Manchester,Spar,19,3.93,2016-09-10 06:17:34
Glasglow,Sainsbury,52,8.17,2016-10-02 21:36:06
Manchester,Spar,19,3.93,2017-03-01 07:40:48
Newcastle,Spar,58,9.94,2016-09-30 00:05:14
Manchester,Spar,52,8.17,2016-07-19 07:05:06
Edinburgh,Spar,32,5.49,2016-09-19 13:20:11
Edinburgh,Tesco,36,5.67,2016-03-27 17:03:00
Glasglow,Tesco,4,1.98,2017-03-02 06:32:41
Glasglow,Spar,20,6.97,2016-06-26 10:00:51
Birmingham,Lidil,57,4.52,2017-01-04 05:50:25
London,Morissons,51,3.86,2016-10-08 05:30:29
Glasglow,Spar,41,6.96,2016-12-07 04:10:21
Glasglow,Lidil,19,3.93,2017-01-18 13:33:35
Glasglow,Aldi,59,0.54,2016-11-22 11:11:49
London,Aldi,24,3.44,2016-09-24 17:26:07
London,Lidil,27,4.42,2016-09-21 20:18:36
Birmingham,Coop,4,1.98,2016-03-12 10:03:38
Glasglow,Aldi,60,3.85,2016-06-21 06:28:33
Manchester,Coop,29,1.14,2016-06-26 11:10:46
Manchester,Tesco,21,5.78,2016-03-04 21:31:55
Manchester,Morissons,56,9.55,2017-02-22 07:27:21
Manchester,Lidil,45,8.92,2017-01-27 05:50:45
London,Aldi,46,0.99,2016-12-23 19:46:14
Manchester,Coop,9,2.35,2017-02-25 23:29:38
Birmingham,Coop,49,3.94,2016-08-08 11:30:43
Newcastle,Spar,23,7.37,2017-02-27 20:47:22
Birmingham,Coop,12,5.99,2016-09-29 20:30:57
Edinburgh,Aldi,19,3.93,2016-07-02 22:46:44
Edinburgh,Tesco,26,8.90,2016-09-14 14:17:14
Edinburgh,Lidil,3,5.55,2016-04-19 03:39:09
Edinburgh,Morissons,23,7.37,2016-12-30 16:41:08
Manchester,Aldi,2,2.38,2016-04-07 21:03:57
Birmingham,Tesco,18,3.99,2016-04-29 10:42:26
Edinburgh,Spar,42,9.19,2016-11-10 09:06:42
Glasglow,Morissons,33,6.82,2017-02-17 03:10:09
Manchester,Aldi,5,7.93,2017-03-09 16:34:51
Birmingham,Coop,25,9.94,2016-03-25 10:03:15
Birmingham,Lidil,60,3.85,2016-03-07 21:41:31
Glasglow,Aldi,18,3.99,2016-07-24 12:11:26
Glasglow,Lidil,21,5.78,2016-10-06 06:19:15
Birmingham,Tesco,33,6.82,2016-10-16 05:46:37
Manchester,Lidil,60,3.85,2017-01-06 22:11:22
Manchester,Coop,43,4.40,2017-02-08 02:59:55
Birmingham,Tesco,6,4.36,2016-04-10 07:54:47
London,Coop,7,1.31,2016-03-07 19:49:37
Glasglow,Tesco,12,5.99,2016-04-05 21:24:07
London,Tesco,34,9.47,2016-11-30 10:20:07
Manchester,Spar,39,5.92,2016-09-01 09:35:21
London,Morissons,18,3.99,2016-12-11 15:21:43
London,Spar,27,4.42,2016-12-14 11:28:20
Manchester,Coop,7,1.31,2016-03-13 21:00:08
Newcastle,Spar,32,5.49,2017-01-07 03:24:56
Birmingham,Tesco,40,1.87,2016-04-14 15:15:03
London,Spar,47,7.05,2016-03-03 00:19:35
Edinburgh,Tesco,44,4.94,2016-06-02 22:32:26
Edinburgh,Coop,29,1.14,2016-07-05 21:47:53
Manchester,Aldi,28,3.99,2016-12-03 16:34:08
Newcastle,Aldi,9,2.35,2016-09-06 21:07:08
Edinburgh,Morissons,26,8.90,2016-03-20 10:20:49
London,Sainsbury,10,3.50,2016-11-10 12:46:37
London,Coop,25,9.94,2016-06-21 16:59:14
Birmingham,Sainsbury,35,2.13,2016-12-04 03:41:38
Newcastle,Sainsbury,40,1.87,2016-09-09 00:58:55
Newcastle,Spar,12,5.99,2016-11-05 04:09:12
Glasglow,Tesco,27,4.42,2016-05-02 19:53:34
Manchester,Lidil,47,7.05,2016-08-11 04:17:58
Manchester,Lidil,56,9.55,2016-05-14 18:13:00
Birmingham,Aldi,56,9.55,2016-07-25 23:54:28
Edinburgh,Morissons,1,1.30,2016-10-06 19:02:05
London,Aldi,10,3.50,2016-06-15 06:33:12
Newcastle,Morissons,2,2.38,2017-01-14 02:58:16
Birmingham,Aldi,7,1.31,2016-06-09 04:06:05
Edinburgh,Spar,54,9.60,2016-10-19 18:19:03
London,Morissons,12,5.99,2016-07-11 11:32:42
London,Sainsbury,8,8.32,2016-12-01 09:46:33
Edinburgh,Spar,47,7.05,2016-11-29 16:49:08
Birmingham,Aldi,5,7.93,2016-08-14 17:58:24
London,Sainsbury,58,9.94,2017-02-28 17:31:28
Edinburgh,Spar,17,6.34,2016-05-28 22:18:50
Glasglow,Aldi,7,1.31,2017-02-06 05:28:30
Glasglow,Aldi,36,5.67,2017-03-02 04:11:26
Edinburgh,Spar,31,6.10,2016-05-08 16:02:51
Glasglow,Tesco,31,6.10,2016-08-28 02:23:52
Newcastle,Tesco,30,4.50,2016-09-27 08:19:12
Glasglow,Morissons,60,3.85,2017-02-15 07:11:35
London,Spar,6,4.36,2016-06-23 06:19:57
London,Tesco,20,6.97,2016-11-05 03:44:43
Edinburgh,Aldi,41,6.96,2016-09-15 01:06:14
Manchester,Aldi,10,3.50,2016-08-08 16:50:53
Manchester,Morissons,35,2.13,2016-07-27 13:07:49
Manchester,Tesco,4,1.98,2016-09-06 17:47:17
London,Aldi,58,9.94,2016-04-08 21:32:44
Birmingham,Spar,50,3.06,2017-01-12 01:07:27
Birmingham,Tesco,4,1.98,2017-01-22 22:59:27
Edinburgh,Spar,58,9.94,2017-02-27 07:31:17
Birmingham,Lidil,36,5.67,2016-04-29 18:13:16
Newcastle,Aldi,15,7.25,2016-06-02 22:07:05
Newcastle,Spar,36,5.67,2016-09-27 21:32:32
Edinburgh,Lidil,41,6.96,2016-10-25 04:17:39
Newcastle,Lidil,34,9.47,2016-08-30 21:55:04
Birmingham,Spar,44,4.94,2016-04-24 09:38:14
London,Sainsbury,34,9.47,2016-12-24 11:57:02
Manchester,Spar,52,8.17,2017-01-28 06:38:46
Edinburgh,Sainsbury,49,3.94,2016-08-09 18:42:08
London,Lidil,59,0.54,2016-09-28 18:06:09
Manchester,Morissons,42,9.19,2016-04-11 04:48:50
Birmingham,Lidil,44,4.94,2016-10-27 04:28:44
Birmingham,Morissons,53,4.90,2016-10-18 22:40:46
Glasglow,Tesco,41,6.96,2016-07-17 03:22:17
Birmingham,Coop,26,8.90,2016-12-18 21:35:10
Edinburgh,Spar,42,9.19,2016-12-30 19:39:08
London,Tesco,10,3.50,2016-12-27 06:43:25
Newcastle,Sainsbury,46,0.99,2016-09-24 01:29:29
Birmingham,Sainsbury,34,9.47,2016-03-29 08:07:57
London,Sainsbury,26,8.90,2016-06-21 00:42:35
London,Lidil,39,5.92,2016-10-05 19:44:12
Glasglow,Lidil,54,9.60,2016-09-23 22:49:42
Edinburgh,Coop,5,7.93,2016-07-15 17:41:30
London,Spar,52,8.17,2016-04-14 02:18:52
London,Lidil,18,3.99,2016-03-04 22:51:07
Glasglow,Coop,29,1.14,2016-03-21 23:54:54
London,Sainsbury,54,9.60,2017-01-19 19:07:22
Birmingham,Aldi,25,9.94,2017-03-03 14:23:27
Edinburgh,Morissons,54,9.60,2017-01-20 20:59:51
London,Morissons,36,5.67,2016-12-03 04:08:57
Edinburgh,Tesco,32,5.49,2016-12-10 14:12:19
Newcastle,Sainsbury,15,7.25,2017-03-06 11:47:00
Edinburgh,Morissons,43,4.40,2016-09-01 23:35:05
Edinburgh,Spar,17,6.34,2016-10-30 07:08:50
Edinburgh,Coop,26,8.90,2016-10-15 08:33:58
Newcastle,Coop,9,2.35,2016-12-30 15:41:35
Edinburgh,Aldi,3,5.55,2016-06-10 15:35:45
Newcastle,Morissons,55,4.70,2016-04-18 05:29:25
Glasglow,Tesco,44,4.94,2016-04-28 12:45:57
Glasglow,Spar,60,3.85,2016-10-05 03:00:57
Birmingham,Morissons,7,1.31,2016-12-09 22:17:44
London,Coop,6,4.36,2016-08-11 08:12:52
Birmingham,Aldi,56,9.55,2016-04-01 10:19:23
Newcastle,Spar,37,8.00,2016-10-12 15:21:36
Birmingham,Morissons,2,2.38,2016-11-03 07:15:32
Newcastle,Coop,39,5.92,2016-12-09 09:53:42
Newcastle,Lidil,6,4.36,2016-12-05 18:49:29
Birmingham,Lidil,26,8.90,2016-03-25 11:51:28
Newcastle,Lidil,58,9.94,2016-04-09 09:19:51
Birmingham,Aldi,23,7.37,2017-02-07 01:11:28
London,Aldi,8,8.32,2016-08-20 00:06:15
Birmingham,Sainsbury,13,8.53,2017-02-15 20:23:34
Edinburgh,Coop,45,8.92,2016-07-08 08:57:51
London,Morissons,43,4.40,2017-01-17 15:09:19
Newcastle,Spar,22,1.07,2016-07-23 08:05:07
London,Spar,21,5.78,2016-12-18 05:48:59
Glasglow,Coop,57,4.52,2016-08-05 14:07:47
London,Sainsbury,13,8.53,2016-10-15 15:20:16
Birmingham,Morissons,21,5.78,2016-03-21 22:22:03
Manchester,Spar,8,8.32,2016-06-14 02:37:00
Manchester,Morissons,27,4.42,2016-08-07 04:44:05
London,Aldi,44,4.94,2016-04-12 06:07:00
London,Aldi,23,7.37,2016-07-03 19:35:32
Glasglow,Aldi,37,8.00,2016-07-05 23:02:54
London,Tesco,18,3.99,2016-11-23 01:42:55
Glasglow,Aldi,22,1.07,2016-06-09 04:14:50
Manchester,Lidil,43,4.40,2016-05-07 16:59:12
London,Sainsbury,2,2.38,2016-07-12 21:29:16
Manchester,Coop,28,3.99,2016-04-04 12:21:36
Birmingham,Morissons,59,0.54,2016-07-09 02:51:08
Glasglow,Aldi,14,0.36,2016-11-05 12:18:56
London,Sainsbury,5,7.93,2016-12-21 08:40:43
Glasglow,Lidil,16,6.00,2016-03-11 01:06:13
Newcastle,Tesco,11,5.41,2016-11-15 04:28:20
Edinburgh,Aldi,19,3.93,2017-01-21 21:51:19
Manchester,Sainsbury,41,6.96,2017-02-08 13:01:21
Birmingham,Sainsbury,24,3.44,2016-04-30 21:06:21
Manchester,Tesco,4,1.98,2016-07-14 16:33:28
Glasglow,Aldi,18,3.99,2016-08-08 23:29:42
London,Tesco,37,8.00,2017-01-07 13:51:58
Birmingham,Coop,25,9.94,2016-11-27 00:18:41
Glasglow,Coop,2,2.38,2016-03-07 12:23:15
Birmingham,Morissons,9,2.35,2016-09-15 14:55:02
Birmingham,Sainsbury,31,6.10,2016-05-13 07:18:13
Edinburgh,Coop,35,2.13,2016-08-11 02:12:33
Newcastle,Sainsbury,24,3.44,2016-11-12 19:46:09
Birmingham,Aldi,24,3.44,2016-04-27 05:17:40
Glasglow,Sainsbury,55,4.70,2016-09-18 02:01:56
Manchester,Tesco,22,1.07,2016-07-24 15:41:48
Glasglow,Tesco,22,1.07,2017-01-14 16:54:49
London,Tesco,60,3.85,2016-03-20 13:15:16
Glasglow,Spar,26,8.90,2016-09-18 19:56:36
Newcastle,Coop,58,9.94,2016-03-21 08:51:05
Newcastle,Tesco,52,8.17,2016-10-08 14:09:51
Glasglow,Spar,41,6.96,2016-06-25 20:54:51
Birmingham,Morissons,9,2.35,2016-10-28 21:28:58
Birmingham,Coop,37,8.00,2016-10-13 11:59:30
Manchester,Lidil,39,5.92,2016-03-01 19:36:52
London,Spar,44,4.94,2017-03-08 22:21:27
Birmingham,Morissons,33,6.82,2017-02-22 09:44:15
Edinburgh,Spar,1,1.30,2017-02-17 02:43:53
Birmingham,Morissons,58,9.94,2017-01-19 01:54:48
Newcastle,Morissons,4,1.98,2016-05-12 23:53:14
London,Lidil,5,7.93,2016-10-21 00:13:56
Glasglow,Sainsbury,7,1.31,2016-08-04 00:55:14
Glasglow,Spar,28,3.99,2016-07-20 10:43:42
Glasglow,Spar,17,6.34,2017-03-09 18:32:47
London,Coop,29,1.14,2016-11-19 03:25:43
Birmingham,Spar,55,4.70,2016-05-06 11:25:12
Birmingham,Sainsbury,27,4.42,2016-07-23 09:54:57
Edinburgh,Lidil,14,0.36,2016-10-01 08:46:59
Birmingham,Aldi,53,4.90,2017-01-28 00:43:53
Manchester,Spar,11,5.41,2016-08-25 13:40:21
Newcastle,Aldi,1,1.30,2017-02-16 03:35:40
Manchester,Sainsbury,21,5.78,2016-03-03 00:22:41
Birmingham,Aldi,15,7.25,2016-03-06 21:52:13
Glasglow,Aldi,45,8.92,2016-10-26 10:55:53
Glasglow,Morissons,2,2.38,2016-08-08 20:49:06
London,Sainsbury,43,4.40,2016-08-01 11:58:37
London,Aldi,58,9.94,2016-10-30 22:11:40
Newcastle,Lidil,8,8.32,2016-09-30 19:39:02
London,Aldi,23,7.37,2016-06-30 16:58:09
Newcastle,Sainsbury,24,3.44,2016-05-13 15:23:49
Birmingham,Aldi,11,5.41,2016-10-13 15:08:12
Newcastle,Morissons,30,4.50,2016-11-20 02:21:06
London,Lidil,9,2.35,2016-11-18 03:40:41
Edinburgh,Coop,20,6.97,2016-03-10 23:16:11
London,Spar,3,5.55,2016-03-25 08:44:08
Glasglow,Spar,32,5.49,2016-05-03 14:50:46
Manchester,Coop,40,1.87,2016-05-22 23:33:32
Edinburgh,Spar,50,3.06,2016-03-29 12:26:01
Edinburgh,Sainsbury,41,6.96,2016-11-19 11:38:59
Newcastle,Coop,40,1.87,2016-11-25 06:04:37
Birmingham,Sainsbury,2,2.38,2016-05-29 07:57:40
Birmingham,Lidil,10,3.50,2016-12-06 11:56:57
London,Spar,17,6.34,2016-08-12 13:40:23
Edinburgh,Aldi,39,5.92,2017-03-03 12:04:31
Manchester,Spar,41,6.96,2016-04-18 01:25:01
London,Sainsbury,55,4.70,2016-03-23 20:41:52
Glasglow,Lidil,17,6.34,2017-02-28 08:59:39
Edinburgh,Spar,21,5.78,2016-12-24 07:28:24
Birmingham,Tesco,20,6.97,2016-08-18 22:53:39
Glasglow,Lidil,40,1.87,2017-02-06 00:00:31
London,Aldi,45,8.92,2016-10-09 19:25:00
Manchester,Morissons,39,5.92,2016-08-28 22:43:11
