component,terminal_id,temperature,timestamp
GPU,12,96.4,2016-09-25 14:27:14
Battery,7,79.9,2016-09-17 04:09:04
Monitor,19,43.3,2017-01-04 09:12:21
CPU,9,51.6,2016-05-25 20:33:13
GPU,13,84.7,2016-11-08 08:42:18
USB,14,87.7,2016-12-13 04:08:42
GPU,18,49.5,2017-01-21 15:44:59
CPU,3,87.0,2016-07-17 21:46:10
USB,14,42.6,2016-05-21 05:04:10
Battery,13,95.2,2017-01-20 01:44:05
Monitor,20,91.2,2016-10-28 11:05:40
USB,11,53.9,2016-09-09 00:39:53
CPU,10,85.4,2016-03-05 00:37:37
Monitor,3,68.2,2016-09-07 05:10:13
Monitor,14,46.8,2016-09-21 13:20:48
USB,4,56.1,2016-10-02 22:43:59
USB,14,43.7,2016-05-26 21:31:32
USB,14,98.8,2016-07-03 13:19:48
USB,7,89.0,2016-08-10 10:13:16
CPU,3,79.6,2016-04-24 15:29:25
USB,11,62.4,2016-04-01 19:55:42
Monitor,5,86.9,2017-02-27 03:43:18
GPU,2,94.1,2016-11-07 08:16:59
USB,4,81.0,2016-11-22 12:41:07
Monitor,6,69.1,2016-11-09 18:12:41
CPU,2,44.5,2016-03-18 03:46:24
GPU,1,51.0,2016-06-12 17:49:55
Monitor,7,60.2,2016-03-30 05:04:42
Monitor,20,88.0,2016-12-12 09:27:28
Monitor,1,67.1,2016-08-30 08:46:01
USB,11,54.7,2016-04-10 09:03:01
USB,4,62.6,2017-02-23 17:49:53
Monitor,3,48.3,2016-10-11 08:52:41
Battery,4,98.4,2016-05-14 20:40:08
Monitor,17,40.5,2016-09-23 19:45:17
USB,18,53.1,2016-04-19 03:52:10
Battery,3,82.0,2016-06-12 05:06:38
CPU,13,44.1,2016-06-17 03:26:24
Monitor,9,75.7,2016-10-03 03:48:11
GPU,4,93.2,2016-04-28 07:03:30
GPU,7,78.7,2016-03-22 18:01:03
Monitor,1,78.3,2016-08-02 07:33:36
Monitor,10,70.9,2017-01-30 07:43:38
Battery,8,49.4,2016-09-15 22:13:34
USB,14,49.5,2016-06-17 02:14:52
Battery,11,58.4,2016-04-28 15:56:09
GPU,5,74.9,2016-07-05 00:54:49
Monitor,11,55.1,2017-02-22 07:53:10
USB,20,95.3,2016-12-16 21:11:57
CPU,13,51.7,2016-10-02 09:44:23
CPU,4,78.3,2016-04-24 19:44:46
CPU,8,61.5,2016-11-18 06:44:27
Battery,9,53.7,2016-03-28 12:59:17
Battery,15,84.4,2017-03-11 18:05:35
USB,14,45.7,2017-02-11 08:19:13
Battery,11,94.1,2016-12-21 09:29:24
USB,5,83.6,2016-07-21 06:10:31
USB,20,82.1,2017-03-04 04:51:12
GPU,18,46.5,2016-03-23 04:05:49
Monitor,11,97.2,2016-03-02 01:47:44
Battery,3,92.2,2016-12-22 17:45:17
CPU,9,92.1,2017-02-13 03:51:51
Battery,9,93.8,2016-07-21 21:40:29
Monitor,18,41.5,2016-09-30 20:52:30
CPU,4,89.3,2016-07-16 16:38:17
USB,9,67.2,2016-05-18 01:42:02
Monitor,9,40.4,2017-01-20 06:37:41
CPU,11,41.1,2016-11-14 03:20:41
Monitor,18,43.9,2017-01-21 09:43:42
USB,7,66.9,2017-02-05 05:45:43
CPU,3,95.2,2016-09-18 18:45:22
Battery,18,94.6,2016-12-16 13:16:04
Battery,18,61.7,2016-06-21 03:44:55
Battery,17,68.4,2016-05-05 13:27:23
USB,14,77.4,2017-02-25 10:44:30
USB,14,73.2,2016-05-26 14:13:18
USB,4,75.4,2016-07-29 08:54:34
Monitor,16,77.4,2016-10-07 01:14:40
USB,4,94.0,2016-03-20 01:56:17
USB,7,52.2,2016-12-10 14:30:30
CPU,12,47.7,2016-04-12 23:51:51
Battery,7,61.8,2016-11-29 21:21:37
Battery,15,66.3,2016-10-02 04:58:52
USB,12,94.4,2016-03-06 22:38:52
USB,1,84.9,2016-06-07 22:39:13
GPU,13,42.4,2016-09-29 05:01:48
Monitor,13,74.3,2017-01-19 00:57:03
USB,13,77.4,2017-02-19 22:48:00
Monitor,18,53.3,2016-05-11 13:59:56
GPU,13,54.0,2016-12-24 03:03:29
GPU,15,44.6,2017-03-12 23:43:43
Monitor,9,62.4,2016-12-10 17:14:02
Monitor,17,89.2,2017-01-21 09:17:00
CPU,1,59.3,2016-12-19 23:23:44
GPU,18,83.0,2016-05-10 23:43:08
USB,14,91.3,2016-10-20 09:15:12
Battery,11,53.9,2016-06-10 09:11:22
USB,5,87.5,2017-02-23 05:35:48
GPU,12,71.3,2016-06-12 22:24:57
GPU,6,52.9,2016-12-01 16:52:51
USB,1,64.1,2016-03-17 22:27:25
Battery,8,84.6,2016-04-15 10:55:36
Battery,18,48.0,2017-01-20 10:11:18
GPU,8,54.1,2016-12-16 01:03:21
GPU,19,86.1,2016-06-15 03:21:16
USB,19,47.0,2016-05-07 09:20:15
CPU,11,98.4,2016-06-27 04:00:41
GPU,4,58.1,2016-10-11 23:17:33
GPU,4,53.8,2016-10-21 20:58:10
GPU,1,84.6,2016-06-01 11:44:52
Battery,13,41.2,2016-06-22 15:09:03
Battery,14,55.0,2016-12-01 00:16:21
USB,1,73.5,2016-05-08 23:35:29
Monitor,10,68.5,2017-02-19 21:23:37
Monitor,4,97.1,2016-12-07 23:14:09
CPU,8,84.8,2016-09-28 00:16:52
CPU,11,91.7,2016-05-26 08:15:30
Monitor,9,69.8,2016-03-02 18:51:02
Monitor,7,44.5,2016-03-09 20:09:19
GPU,3,98.0,2016-06-22 19:45:48
CPU,9,75.3,2017-01-26 12:41:37
USB,3,66.1,2016-06-05 13:17:04
CPU,12,89.4,2017-01-15 04:12:51
Battery,17,99.8,2016-08-27 05:32:40
Battery,16,93.1,2016-07-04 20:42:55
Battery,20,60.8,2016-03-07 22:09:52
USB,11,84.2,2016-12-14 21:20:17
Battery,20,90.9,2016-03-16 08:22:22
Battery,4,47.8,2016-04-20 21:01:29
GPU,9,50.0,2016-08-27 08:38:05
CPU,12,56.8,2016-07-16 10:27:23
CPU,20,87.4,2017-01-12 19:15:50
Battery,19,51.1,2016-05-02 21:17:18
Battery,7,94.9,2017-01-13 09:46:11
Battery,16,69.7,2016-08-15 23:28:20
USB,9,62.7,2016-12-07 11:59:18
GPU,6,89.4,2016-08-06 14:12:10
Battery,18,57.0,2016-12-18 11:53:45
CPU,9,87.7,2016-05-24 00:26:53
Monitor,9,57.5,2016-11-03 10:15:54
Battery,20,55.9,2016-09-06 04:34:00
USB,13,72.8,2016-11-27 16:26:25
USB,20,60.6,2016-08-01 00:56:28
USB,1,49.4,2017-01-18 00:04:25
Monitor,4,77.8,2017-03-02 07:07:29
USB,6,82.4,2017-01-03 06:54:33
USB,8,50.9,2016-05-01 07:43:04
GPU,6,41.7,2016-04-09 00:52:05
Battery,4,59.5,2016-10-20 05:52:21
USB,19,55.9,2016-08-02 01:30:48
GPU,5,99.2,2016-07-01 11:44:41
CPU,19,40.6,2016-04-26 01:10:48
GPU,6,73.1,2016-06-16 15:51:45
Monitor,15,45.2,2016-12-30 06:37:58
CPU,5,58.4,2016-03-19 10:36:22
Battery,9,61.8,2017-02-26 19:45:04
CPU,15,85.3,2016-03-30 12:58:15
USB,18,45.4,2016-05-23 05:27:56
GPU,13,52.0,2016-08-06 22:27:17
USB,2,74.4,2016-09-10 18:25:00
Monitor,2,77.2,2016-06-19 11:45:16
Monitor,13,80.2,2016-07-21 00:20:46
CPU,11,64.2,2016-04-17 17:11:05
CPU,3,91.3,2017-02-10 05:56:02
Monitor,9,41.8,2016-09-21 06:34:24
USB,19,75.1,2017-03-13 03:22:38
Battery,5,80.9,2016-05-27 05:02:22
Monitor,6,69.0,2017-01-22 05:24:25
Monitor,15,91.0,2016-07-11 19:43:16
CPU,16,92.0,2016-10-22 10:44:24
GPU,6,89.1,2016-06-26 03:18:26
CPU,9,46.5,2016-10-10 23:39:13
USB,3,77.4,2016-07-25 12:18:39
Monitor,4,65.5,2016-08-01 01:09:55
Monitor,4,57.8,2016-07-11 00:59:31
USB,3,44.5,2016-03-04 12:22:04
USB,4,90.1,2016-03-30 13:42:48
GPU,2,60.9,2016-04-29 05:25:21
Battery,10,50.2,2016-10-14 07:46:43
Monitor,11,75.7,2016-06-09 09:30:16
GPU,4,75.7,2016-03-28 23:40:29
Monitor,9,41.9,2016-08-17 19:25:08
GPU,5,59.4,2016-05-03 07:26:33
CPU,16,79.5,2016-05-30 10:23:19
Battery,6,93.9,2016-12-09 07:24:06
GPU,11,80.2,2017-03-07 07:44:18
GPU,12,87.5,2016-11-11 16:51:43
CPU,3,57.6,2017-03-10 05:41:23
CPU,13,85.2,2016-12-10 14:30:56
Monitor,3,62.4,2017-03-09 13:53:57
USB,17,96.0,2016-09-11 10:11:18
USB,3,98.9,2016-11-04 09:27:37
Battery,10,50.9,2017-02-09 01:20:57
GPU,11,77.8,2016-09-14 12:13:10
Monitor,9,56.0,2016-04-17 06:13:33
CPU,17,75.5,2016-07-14 06:49:06
CPU,18,96.6,2016-11-23 00:57:53
GPU,12,94.3,2017-01-24 08:29:43
Battery,15,91.9,2016-05-25 11:51:12
Battery,7,96.2,2016-03-05 02:13:16
CPU,8,57.1,2016-11-06 01:38:53
Monitor,17,74.2,2017-01-22 07:20:35
Battery,17,46.5,2016-12-09 08:31:27
Monitor,13,84.5,2017-01-18 06:07:44
Monitor,8,51.3,2016-07-05 01:21:11
Monitor,16,56.5,2017-02-08 21:56:16
CPU,15,95.3,2016-06-02 06:53:27
GPU,11,65.6,2016-05-18 15:35:06
USB,7,49.0,2016-09-04 20:21:59
Battery,8,43.0,2017-02-02 06:21:25
GPU,4,80.9,2016-12-15 05:36:31
GPU,12,85.0,2016-09-05 22:52:10
Monitor,8,93.7,2016-11-06 17:53:44
GPU,9,77.6,2017-02-04 16:09:43
USB,9,95.7,2016-06-27 12:02:04
USB,7,92.6,2016-07-18 20:15:06
Monitor,11,43.4,2016-10-19 13:06:55
Monitor,19,80.8,2016-04-18 03:52:02
USB,4,82.7,2016-06-21 19:56:28
Monitor,14,82.3,2016-08-29 19:51:55
USB,18,99.5,2016-05-28 01:40:21
Monitor,16,89.3,2016-10-17 20:11:55
Battery,15,80.9,2016-08-04 21:34:47
Battery,2,83.8,2016-05-12 19:39:59
USB,15,43.4,2016-08-14 00:55:56
Monitor,6,62.0,2016-08-21 13:47:02
CPU,13,48.3,2016-12-01 14:51:48
USB,18,74.6,2016-08-30 17:42:29
USB,10,53.1,2016-06-09 11:26:19
CPU,3,44.5,2016-10-30 19:57:42
Monitor,11,93.1,2016-10-14 02:38:41
GPU,6,72.2,2017-02-04 04:28:12
GPU,4,48.5,2017-01-15 04:54:22
CPU,8,64.0,2016-09-29 04:25:47
CPU,7,41.1,2017-03-07 08:37:39
GPU,15,73.9,2016-07-18 22:58:07
CPU,10,86.6,2016-04-28 02:04:36
Battery,5,94.3,2016-08-07 16:12:53
Battery,12,40.1,2016-07-20 03:41:48
CPU,9,70.4,2016-11-23 23:21:00
Battery,17,58.1,2017-03-04 10:47:34
CPU,18,54.5,2016-11-03 17:19:36
USB,14,46.0,2016-09-29 01:01:15
USB,20,48.3,2016-08-17 10:00:16
USB,3,54.4,2016-06-29 16:58:21
Monitor,19,71.9,2016-08-01 19:27:45
Monitor,4,72.9,2016-05-07 23:50:53
GPU,9,83.0,2017-02-07 19:37:21
CPU,12,54.3,2016-12-03 07:21:04
USB,10,51.0,2016-09-14 13:15:11
CPU,14,65.8,2016-11-02 19:13:35
CPU,9,66.2,2016-08-29 17:41:39
GPU,6,68.9,2016-05-01 22:27:28
Monitor,9,55.4,2016-06-20 19:01:15
Battery,8,82.4,2016-05-24 20:49:40
CPU,9,56.7,2016-07-13 08:44:13
Battery,18,56.0,2017-02-06 11:13:40
CPU,15,95.4,2016-09-02 15:58:40
Monitor,20,65.2,2016-03-04 16:14:00
GPU,6,43.0,2016-03-27 11:49:52
USB,9,88.0,2016-07-26 20:23:43
Monitor,2,96.7,2017-02-08 00:30:53
USB,12,96.2,2016-11-16 00:45:53
Battery,12,53.2,2016-10-14 00:33:13
Monitor,16,52.9,2016-11-23 07:06:08
Battery,13,48.8,2017-01-19 10:36:37
CPU,9,90.6,2016-03-26 20:18:06
GPU,12,43.0,2016-06-20 17:18:02
CPU,2,79.0,2016-04-27 22:06:30
Battery,14,78.4,2017-01-11 17:41:18
CPU,10,71.9,2016-09-14 16:06:06
GPU,1,77.2,2016-03-10 07:34:18
CPU,8,84.4,2016-08-01 13:48:37
Battery,15,80.9,2016-04-17 00:39:36
Battery,5,74.6,2016-03-09 02:42:35
Battery,7,69.3,2016-07-21 23:49:36
Monitor,12,81.2,2016-04-30 21:54:22
GPU,5,46.9,2016-03-11 09:43:07
CPU,9,47.3,2017-01-10 16:02:48
USB,8,78.3,2017-03-05 02:06:19
USB,12,44.5,2016-04-16 15:27:22
GPU,6,79.3,2016-04-05 08:33:11
Monitor,4,71.8,2016-05-31 06:02:18
Monitor,5,47.9,2016-10-07 15:08:51
Monitor,16,60.8,2016-10-14 23:17:16
USB,15,78.2,2016-11-28 01:35:35
CPU,16,69.0,2016-10-18 00:32:55
CPU,6,76.4,2016-10-02 10:21:28
Battery,10,81.9,2017-01-12 03:25:54
GPU,19,81.7,2016-06-15 10:20:05
USB,11,59.3,2017-01-03 17:33:00
CPU,9,91.0,2016-07-01 03:25:26
Battery,1,84.6,2016-07-30 15:57:19
USB,14,45.3,2016-09-11 11:47:48
Battery,11,90.6,2017-02-20 17:26:15
Battery,7,84.9,2016-08-21 18:57:01
GPU,3,75.8,2016-06-26 06:47:16
Monitor,1,56.8,2016-08-25 12:33:55
GPU,17,50.9,2016-05-29 15:33:27
CPU,1,43.1,2016-10-18 19:22:07
USB,13,53.5,2016-12-16 03:58:23
Battery,10,61.5,2016-11-15 15:52:25
Monitor,4,76.8,2016-07-07 23:53:45
GPU,17,70.5,2016-07-31 12:00:30
USB,7,80.2,2016-07-14 03:39:56
CPU,4,57.4,2016-04-07 05:43:14
Monitor,5,86.9,2016-10-29 05:04:57
CPU,17,48.3,2016-12-28 19:19:25
CPU,18,56.4,2017-01-10 16:53:53
CPU,12,48.8,2016-04-09 04:13:49
GPU,14,59.9,2017-02-17 01:20:09
Battery,6,50.7,2016-08-16 18:14:55
Battery,3,93.5,2016-09-08 08:24:24
GPU,17,52.0,2017-01-20 06:38:58
Monitor,18,43.2,2016-09-09 10:25:23
CPU,19,71.6,2016-08-25 12:53:30
Monitor,5,54.8,2016-04-30 18:55:28
USB,15,82.5,2016-06-29 08:54:38
Monitor,19,88.2,2016-07-09 13:03:26
GPU,3,40.0,2017-03-15 04:53:57
GPU,15,62.3,2016-10-10 03:04:04
USB,14,65.7,2016-12-03 22:16:24
Battery,8,98.6,2016-09-05 13:24:09
Monitor,7,59.1,2017-02-18 06:58:03
Monitor,19,45.3,2016-07-27 05:13:30
Battery,19,82.5,2016-08-24 08:12:23
USB,5,77.9,2016-07-27 02:53:12
Monitor,10,87.1,2016-09-15 20:11:19
Monitor,19,59.6,2016-07-17 10:37:24
GPU,4,47.0,2016-05-31 01:55:21
GPU,19,56.3,2017-02-12 19:40:14
Battery,9,40.3,2016-07-25 23:55:59
Battery,9,46.9,2016-07-03 04:16:43
GPU,7,92.7,2017-01-31 17:14:40
GPU,5,74.6,2016-04-07 20:53:58
Monitor,5,57.5,2017-01-04 23:39:23
Monitor,10,53.1,2016-10-13 18:15:55
GPU,12,88.7,2017-01-28 07:53:45
Battery,4,81.4,2017-02-09 09:49:27
GPU,2,72.4,2016-05-30 03:23:40
GPU,18,90.5,2016-06-05 11:41:39
Battery,11,74.9,2016-05-28 11:45:05
CPU,3,96.2,2016-07-30 03:24:25
Monitor,7,60.6,2016-04-21 22:15:29
Monitor,20,48.5,2016-08-15 00:02:10
CPU,14,60.6,2016-05-03 23:27:06
CPU,19,80.9,2016-10-13 07:19:54
GPU,4,82.0,2016-10-24 19:47:26
GPU,12,91.1,2017-02-22 16:51:40
CPU,6,53.7,2016-12-09 13:36:54
Monitor,3,61.8,2016-10-24 09:22:11
CPU,1,87.4,2016-05-18 23:44:45
USB,15,77.8,2016-06-07 11:01:12
Battery,9,80.3,2016-10-08 15:10:20
Monitor,11,57.2,2017-01-16 10:13:59
CPU,14,65.5,2016-12-20 18:39:46
GPU,6,50.4,2016-08-29 15:06:32
Monitor,19,49.8,2016-08-20 06:25:48
CPU,4,62.5,2016-09-27 10:32:29
Monitor,14,60.4,2016-12-18 18:37:09
USB,17,63.7,2016-07-29 01:13:03
CPU,5,40.3,2016-04-03 17:12:50
USB,10,87.2,2017-01-04 16:01:20
GPU,8,84.7,2016-12-26 19:06:37
Monitor,17,90.4,2016-11-12 18:52:57
Monitor,12,66.0,2016-08-17 19:22:30
CPU,3,66.6,2016-07-18 03:56:12
Monitor,10,50.7,2017-02-05 04:16:15
CPU,18,91.9,2017-01-07 11:00:24
USB,7,89.8,2016-08-15 22:56:24
CPU,20,94.8,2016-07-06 02:21:38
CPU,10,42.1,2016-04-12 06:15:36
Battery,14,51.6,2016-06-17 18:18:00
Monitor,10,90.3,2016-12-04 05:46:53
CPU,17,71.5,2017-01-16 17:10:35
USB,3,99.8,2016-05-03 07:54:38
Battery,14,84.4,2016-09-27 15:50:07
GPU,12,74.7,2016-11-06 03:00:53
Battery,13,83.3,2016-12-18 12:52:52
Monitor,8,81.3,2016-12-08 17:43:22
USB,4,40.9,2016-08-14 12:09:19
GPU,8,63.6,2016-05-26 00:20:16
Monitor,2,40.8,2016-05-21 15:24:17
USB,1,44.8,2017-03-10 09:55:30
CPU,5,40.3,2016-09-15 09:52:08
Battery,4,72.0,2016-11-07 23:56:42
Monitor,14,43.5,2017-01-11 05:40:30
Monitor,1,40.2,2016-08-18 03:47:24
USB,9,71.6,2016-10-23 23:07:35
Battery,4,96.5,2016-06-26 20:33:24
CPU,4,79.6,2017-02-20 20:49:11
CPU,18,85.4,2016-08-29 03:07:49
CPU,16,41.6,2016-12-15 10:23:01
GPU,4,43.0,2016-07-19 06:25:20
Monitor,8,72.0,2016-04-12 04:48:04
Monitor,1,54.9,2017-02-24 21:22:25
CPU,2,75.0,2016-10-03 07:06:15
USB,12,58.5,2016-04-09 04:53:16
USB,4,41.7,2016-11-15 22:43:20
Monitor,14,69.2,2016-10-13 15:49:07
CPU,2,60.2,2016-08-17 11:25:59
Battery,3,91.6,2017-01-21 13:21:44
USB,11,92.2,2016-11-01 17:55:44
USB,6,83.0,2016-12-10 22:40:50
CPU,13,62.1,2016-10-02 11:30:28
USB,6,54.2,2017-02-12 18:47:01
CPU,2,98.7,2016-04-28 02:46:19
Monitor,11,94.5,2016-09-08 12:34:59
USB,11,46.9,2016-10-07 11:21:50
Monitor,14,79.2,2016-06-11 22:02:33
CPU,16,40.8,2016-03-03 19:07:23
GPU,8,90.2,2016-07-23 01:43:21
GPU,2,56.9,2016-04-10 16:54:26
GPU,10,99.6,2017-02-19 06:38:54
Monitor,19,73.0,2016-11-19 19:51:52
USB,16,85.4,2016-07-18 18:02:14
CPU,8,45.2,2016-12-22 04:23:08
GPU,5,45.7,2016-06-27 15:10:48
Monitor,12,92.3,2016-03-04 09:33:37
CPU,8,83.8,2016-10-22 21:23:39
Battery,13,92.9,2016-12-20 09:03:16
GPU,15,55.4,2017-02-03 22:00:02
CPU,2,99.1,2017-01-31 12:44:47
GPU,7,80.7,2016-05-13 15:26:34
Monitor,4,81.5,2016-09-08 01:40:56
GPU,7,75.9,2016-08-13 03:18:26
CPU,7,42.9,2016-07-06 08:30:00
CPU,11,49.6,2016-03-20 04:14:25
Battery,19,72.8,2016-08-18 08:31:21
Monitor,11,70.3,2016-08-27 10:24:39
GPU,19,52.1,2017-02-02 13:39:30
Battery,3,53.5,2016-11-20 08:03:14
Monitor,19,94.2,2016-07-01 06:46:27
GPU,9,66.9,2016-05-12 04:38:32
Monitor,12,57.6,2017-03-11 11:03:44
CPU,20,99.6,2016-05-30 07:49:36
USB,20,74.3,2016-10-01 01:58:12
GPU,20,65.2,2016-07-15 15:40:41
Monitor,18,95.4,2016-10-22 19:48:17
USB,5,68.7,2016-07-10 05:36:43
GPU,17,51.7,2016-07-01 00:03:09
GPU,13,59.1,2017-03-15 00:49:59
CPU,20,94.7,2017-01-02 19:51:55
Battery,5,70.9,2016-09-28 07:46:27
Monitor,7,64.1,2016-06-23 10:24:31
CPU,12,43.3,2016-12-07 02:37:38
GPU,11,54.5,2016-12-17 18:22:00
GPU,18,72.4,2016-05-02 06:01:22
USB,19,60.4,2016-11-21 18:08:31
CPU,4,94.0,2017-03-14 12:03:53
USB,20,78.8,2016-06-27 10:50:29
USB,2,90.6,2016-09-29 12:45:56
GPU,3,71.2,2016-11-27 12:33:26
Monitor,13,65.4,2016-11-21 00:59:16
USB,7,94.0,2016-07-17 07:30:45
Monitor,20,68.9,2016-08-25 07:37:41
Battery,9,74.7,2016-08-05 13:00:44
CPU,11,92.6,2017-03-13 05:40:15
USB,11,63.0,2016-08-05 21:56:11
Monitor,12,79.4,2016-09-19 00:00:49
USB,18,52.4,2016-03-30 20:09:09
Battery,2,54.0,2017-03-14 19:07:58
USB,14,59.3,2016-08-14 14:04:25
Battery,15,73.9,2016-11-24 14:28:15
USB,2,50.3,2016-05-14 13:56:36
GPU,11,80.1,2016-09-24 00:15:47
Battery,20,86.1,2016-10-01 22:19:34
USB,5,58.0,2016-03-22 19:11:45
GPU,3,79.6,2016-03-24 08:18:37
Battery,5,70.0,2017-02-14 21:13:44
USB,5,77.1,2017-02-26 22:10:12
Monitor,20,70.4,2016-10-04 10:33:19
USB,14,78.3,2017-01-05 11:43:56
CPU,14,55.1,2017-01-21 03:59:27
Monitor,8,59.1,2016-05-09 05:21:07
USB,15,95.6,2016-04-21 20:11:39
Battery,12,75.3,2016-05-13 04:32:34
GPU,9,52.7,2016-05-16 04:43:02
Monitor,6,69.4,2016-03-22 03:09:11
USB,15,66.4,2016-10-16 19:54:53
GPU,7,99.6,2016-08-11 00:56:14
Battery,11,54.6,2017-02-22 23:01:23
Battery,3,68.7,2017-02-17 17:30:54
Monitor,19,93.5,2016-09-25 09:41:57
Monitor,1,85.1,2016-10-30 16:03:37
Battery,11,75.1,2016-12-24 17:37:10
GPU,17,88.1,2016-09-22 19:39:08
Battery,18,90.0,2016-10-23 04:34:07
USB,11,80.2,2017-02-23 04:37:28
GPU,15,70.6,2017-03-09 10:09:56
USB,13,96.1,2017-02-01 23:41:49
GPU,2,90.0,2016-12-13 17:00:10
CPU,2,44.7,2016-08-31 03:07:31
GPU,11,83.0,2016-08-21 02:20:23
Battery,2,41.0,2017-02-27 06:34:53
USB,17,67.0,2017-02-19 21:42:53
USB,5,77.5,2016-11-10 04:08:19
CPU,17,72.4,2016-03-28 21:46:58
Battery,16,81.0,2016-07-23 11:56:53
Monitor,20,82.1,2016-12-23 18:17:33
GPU,11,65.2,2017-01-08 12:53:47
USB,1,95.2,2016-06-23 08:19:41
Battery,1,92.7,2016-04-20 22:46:01
Battery,10,94.7,2016-09-04 04:58:04
Battery,4,56.1,2017-03-15 19:15:20
Monitor,7,77.8,2016-11-30 06:00:46
Monitor,11,79.2,2016-09-01 04:16:07
Monitor,11,44.4,2017-01-02 02:00:03
Battery,9,55.9,2017-02-08 04:39:25
Battery,20,51.3,2016-10-15 06:51:41
Monitor,13,65.5,2016-10-09 01:58:53
CPU,11,45.7,2016-08-25 20:19:25
Monitor,13,61.7,2016-11-08 00:04:05
CPU,7,61.7,2017-02-12 01:24:55
Battery,6,57.9,2016-05-30 16:12:42
Monitor,18,43.2,2017-02-27 12:06:09
Battery,9,80.0,2016-05-30 03:08:27
Battery,12,69.3,2016-06-29 01:26:33
GPU,5,58.8,2016-10-03 18:52:19
GPU,12,77.5,2016-05-09 07:43:28
GPU,8,99.1,2016-04-20 12:09:06
Battery,9,57.7,2017-03-09 11:51:11
CPU,8,50.0,2017-01-12 13:06:19
Battery,19,89.3,2016-09-13 03:55:15
Battery,1,67.5,2017-03-02 21:17:08
Battery,1,47.4,2016-07-11 13:34:57
Battery,17,64.4,2016-03-09 12:01:12
Monitor,6,97.2,2016-12-08 11:05:00
USB,19,64.3,2016-09-21 22:00:45
Battery,13,71.4,2016-10-07 11:19:45
GPU,2,45.0,2016-09-23 20:03:33
GPU,15,65.5,2016-04-29 03:58:54
USB,18,40.2,2016-07-30 16:21:52
Monitor,2,55.9,2016-06-06 10:57:03
GPU,19,62.8,2016-03-07 12:27:50
CPU,18,66.2,2016-07-10 01:37:21
GPU,11,80.6,2016-11-24 18:33:13
Battery,17,59.7,2016-09-13 12:09:44
Battery,18,55.6,2016-04-28 06:20:09
USB,10,43.7,2016-09-17 00:08:31
USB,4,67.0,2016-08-03 02:57:36
USB,4,48.0,2017-03-02 14:18:32
USB,8,83.2,2016-07-09 01:53:14
CPU,14,49.4,2016-08-19 03:58:17
Monitor,4,76.7,2016-09-24 23:58:56
CPU,6,47.5,2016-06-06 16:20:29
Monitor,4,99.3,2016-08-22 23:32:15
Monitor,19,88.5,2016-12-12 00:37:10
Monitor,3,69.1,2016-10-07 05:00:49
USB,18,42.2,2017-03-07 09:07:06
GPU,4,83.7,2017-02-05 13:49:41
CPU,4,87.6,2016-05-18 01:01:42
GPU,7,99.2,2017-02-15 05:42:40
CPU,1,49.8,2016-12-20 05:45:49
Battery,8,74.6,2016-11-05 20:29:26
CPU,12,88.2,2017-02-19 13:46:20
Battery,3,90.2,2016-11-07 15:26:37
CPU,6,61.8,2017-01-26 15:53:38
Monitor,5,80.0,2017-03-03 08:04:06
USB,3,62.0,2016-10-11 18:03:44
CPU,20,73.2,2016-05-25 07:25:57
Battery,3,70.5,2016-06-21 07:20:24
Monitor,3,72.8,2017-02-14 14:50:04
Monitor,2,73.1,2016-04-19 09:10:16
USB,4,52.6,2016-09-30 00:15:37
CPU,3,76.2,2016-03-18 03:39:27
USB,8,86.5,2016-10-18 14:39:27
Battery,8,64.6,2016-05-19 08:40:57
CPU,9,79.9,2016-11-17 02:10:06
CPU,1,91.2,2016-04-27 17:28:19
USB,14,40.2,2016-06-05 02:04:28
Monitor,10,85.0,2017-02-03 19:31:08
USB,16,68.7,2016-06-24 15:35:37
Battery,18,64.2,2016-04-29 05:41:57
GPU,11,64.9,2016-08-16 21:13:47
GPU,11,94.4,2016-09-27 15:02:43
Monitor,2,65.1,2016-05-07 10:58:15
USB,2,77.7,2017-01-02 21:52:58
Monitor,15,42.3,2016-08-16 20:18:15
Battery,2,56.6,2016-11-06 03:52:36
CPU,12,85.1,2017-03-04 20:57:28
USB,20,57.0,2016-11-15 15:09:27
CPU,19,64.7,2017-02-26 23:39:51
USB,2,93.0,2016-05-27 19:32:06
CPU,6,68.1,2016-03-29 15:57:07
Monitor,1,99.2,2016-04-03 06:08:55
USB,6,40.6,2016-08-08 22:37:24
GPU,3,84.2,2016-07-17 06:23:04
Battery,4,87.3,2016-04-17 15:40:58
Battery,15,72.1,2016-08-17 06:01:05
Battery,18,92.8,2016-06-16 02:35:14
USB,14,52.1,2017-03-05 18:43:45
Monitor,15,94.4,2016-12-26 11:58:30
CPU,3,43.0,2016-03-22 07:22:46
Battery,14,60.5,2017-02-24 19:58:33
CPU,19,92.4,2016-06-11 14:46:25
GPU,6,70.8,2016-11-25 02:09:31
USB,17,86.0,2016-10-17 10:43:46
CPU,17,51.3,2016-03-18 03:10:02
Battery,12,78.6,2016-11-11 00:08:59
Monitor,2,97.7,2016-08-03 03:21:12
GPU,4,50.2,2016-09-08 22:05:41
Battery,11,72.6,2016-04-21 04:08:15
GPU,7,62.8,2016-08-12 07:42:27
USB,11,45.9,2017-03-14 17:52:25
Monitor,17,56.8,2016-03-30 07:20:27
Monitor,8,65.2,2016-10-14 08:19:46
